ID	Question	DBpedia	MusicBrainz	Wikidata	YAGO	LinkedMDB
264	Who was the successor of John F. Kennedy?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:John_F._Kennedy dbo:successor ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" )}	X	SELECT DISTINCT ?itemLabel WHERE { wd:Q9696 p:P39 ?statement . ?statement pq:P1366 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
355	To which artistic movement did the painter of The Three Dancers belong?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:The_Three_Dancers dbo:author ?person . ?person dbo:movement ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?pLabel WHERE { wd:Q3235867 wdt:P170/wdt:P135 ?p SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
246	Which cities does the Weser flow through?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:Weser dbo:city ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT DISTINCT ?pLabel WHERE { ?p wdt:P206 wd:Q1650; wdt:P31/wdt:P279? wd:Q515 SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
403	Give me all Swedish oceanographers.	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { ?uri dbo:field res:Oceanography ; dbo:birthPlace res:Sweden; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT DISTINCT ?pLabel WHERE { ?p wdt:P31 wd:Q5.  { ?p wdt:P27 wd:Q34 } UNION { ?p wdt:P19/wdt:P17 wd:Q34 } # citizen of Sweden or born in Sweden  { ?p wdt:P106 wd:Q3546255 } UNION { ?p wdt:P101 wd:Q43518 } # occupation: oceanographer or field of work: oceanography SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
39	What movies does Jesse Eisenberg play in?	SELECT DISTINCT ?label WHERE { ?uri a <http://dbpedia.org/ontology/Film> ; <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Jesse_Eisenberg>; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT DISTINCT ?movieLabel WHERE { ?movie wdt:P161 wd:Q219512. SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
173	Give me all cities in New Jersey with more than 100000 inhabitants.	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX dbp: <http://dbpedia.org/property/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?label WHERE { ?uri rdf:type dbo:City ; dbo:isPartOf res:New_Jersey ; dbo:populationTotal ?inhabitants FILTER ( ?inhabitants > 100000 ) ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT DISTINCT ?cityLabel WHERE { ?city wdt:P131+ wd:Q1408. ?city wdt:P1082 ?popn FILTER (?popn > 100000) SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
220	Who is the editor of Forbes?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:Forbes dbo:editor ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT DISTINCT ?personLabel WHERE { wd:Q25161472 p:P98 ?s.?s ps:P98 ?person # Editor of Forbes magazine FILTER NOT EXISTS {?s pq:P582 []} # no end time (i.e. current editor) SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
71	Give me all Australian nonprofit organizations.	SELECT DISTINCT ?label WHERE { ?uri <http://dbpedia.org/ontology/type> <http://dbpedia.org/resource/Nonprofit_organization>; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) { ?uri <http://dbpedia.org/ontology/locationCountry> <http://dbpedia.org/resource/Australia> } UNION { ?uri <http://dbpedia.org/ontology/location> ?x . ?x <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Australia> } }	X	SELECT DISTINCT ?orgLabel WHERE { ?org wdt:P31/wdt:P279* wd:Q163740 . ?org wdt:P131?/wdt:P17 wd:Q408 SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
33	Give me all writers that won the Nobel Prize in literature.	SELECT DISTINCT ?label WHERE { ?uri a <http://dbpedia.org/ontology/Writer> ; <http://dbpedia.org/ontology/award> <http://dbpedia.org/resource/Nobel_Prize_in_Literature>; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT DISTINCT ?pLabel WHERE { ?p wdt:P166 wd:Q37922; wdt:P106/wdt:P279? wd:Q36180  SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
130	For which label did Elvis record his first album?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?label WHERE { ?x rdf:type dbo:Album ; dbo:artist res:Elvis_Presley ; dbo:releaseDate ?y ; dbo:recordLabel ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" )} GROUP BY ?label ORDER BY ASC(?y) OFFSET 0 LIMIT 1	X (how to determine the fist album without release dates?)	SELECT ?itemLabel WHERE { ?item wdt:P31 wd:Q482994. ?item wdt:P175 wd:Q303. ?item wdt:P577 ?date . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } } ORDER BY ASC(?date) LIMIT 1		
120	What is the highest mountain?	SELECT DISTINCT ?label WHERE { ?uri a <http://dbpedia.org/ontology/Mountain> ; <http://dbpedia.org/ontology/elevation> ?elevation; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) } GROUP BY ?label ORDER BY DESC(?elevation) OFFSET 0 LIMIT 1	X	SELECT ?itemLabel WHERE { ?item wdt:P31 wd:Q8502. ?item wdt:P2044 ?alt SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } } ORDER BY DESC(?alt) LIMIT 1		
						
2	Who developed Skype?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT DISTINCT ?label WHERE { res:Skype dbo:developer ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?iLabel WHERE { wd:Q40984 wdt:P178 ?i SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
						
65	What is the highest place of the Urals?	SELECT DISTINCT ?label WHERE { <http://dbpedia.org/resource/Ural_Mountains> <http://dbpedia.org/property/highest> ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { ?item wdt:P131 wd:Q1322976. ?item wdt:P2044 ?alt . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } } ORDER BY DESC(?alt) LIMIT 1		
199	Which ingredients do I need for carrot cake?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:Carrot_cake dbo:ingredient ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?iLabel WHERE { wd:Q656071 wdt:P527 ?i SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
52	What is the most frequent cause of death?	SELECT DISTINCT ?label WHERE { ?uri <http://dbpedia.org/ontology/deathCause> ?x . ?x rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" )} GROUP BY ?label ORDER BY DESC(COUNT(DISTINCT ?uri)) OFFSET 0 LIMIT 1	X	SELECT ?cLabel WHERE { ?d wdt:P509 ?c SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } } GROUP BY ?cLabel ORDER BY DESC(COUNT(?d)) LIMIT 1		
						
232	Who developed the video game World of Warcraft?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:World_of_Warcraft dbo:developer ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?cLabel WHERE { wd:Q131007 wdt:P287 ?c SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
						
						
78	Give me all federal chancellors of Germany.	SELECT DISTINCT ?label WHERE { ?uri a <http://dbpedia.org/ontology/Person>; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) { ?uri <http://dbpedia.org/ontology/office> "Chancellor of Germany" } UNION { ?uri <http://dbpedia.org/property/office> <http://dbpedia.org/resource/Chancellor_of_Germany> } }	X	SELECT ?iLabel WHERE { ?i wdt:P39 wd:Q4970706 SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
293	What is in a chocolate chip cookie?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:Chocolate_chip_cookie dbo:ingredient ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?iLabel WHERE { wd:Q14169302 wdt:P527 ?i SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
24	Give me a list of all trumpet players that were bandleaders.	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { ?uri dbo:occupation res:Bandleader ; dbo:instrument res:Trumpet; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?iLabel WHERE { ?i wdt:P106 wd:Q806349. ?i wdt:P1303 wd:Q8338 SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
152	Who has Tom Cruise been married to?	SELECT DISTINCT ?label WHERE { ?uri <http://dbpedia.org/ontology/spouse> <http://dbpedia.org/resource/Tom_Cruise>; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?iLabel WHERE { wd:Q37079 wdt:P26 ?i SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
253	Which companies produce hovercrafts?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?label WHERE { ?uri rdf:type dbo:Company ; dbo:product res:Hovercraft; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { wd:Q185757 wdt:P272 ?item. SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
57	Which rivers flow into a German lake?	SELECT DISTINCT ?label WHERE { ?uri a <http://dbpedia.org/ontology/River>; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) . ?x <http://dbpedia.org/ontology/inflow> ?uri ; a <http://dbpedia.org/ontology/Lake> ; <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Germany> }	X	SELECT ?itemLabel ?lake WHERE { ?item wdt:P31 wd:Q4022. ?item wdt:P469 ?lake . ?lake wdt:P17 wd:Q183 . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
80	Which beer originated in Ireland?	SELECT DISTINCT ?label WHERE { ?uri <http://dbpedia.org/property/type> <http://dbpedia.org/resource/Beer> ; <http://dbpedia.org/ontology/origin> <http://dbpedia.org/resource/Beer_in_Ireland>; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT DISTINCT ?iLabel WHERE { ?i wdt:P279* wd:Q44. ?i wdt:P495 wd:Q27 SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
396	Who is the founder of Penguin Books?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?label WHERE { res:Penguin_Books dbo:founder ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" )}	X	SELECT ?iLabel WHERE { wd:Q1336200 wdt:P112 ?i SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
51	Give me all Danish movies.	SELECT DISTINCT ?label WHERE { ?uri a <http://dbpedia.org/ontology/Film> ; <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Denmark>; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?iLabel WHERE { ?i wdt:P31/wdt:P279* wd:Q11424. ?i wdt:P495 wd:Q35 SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
6	Which countries have places with more than two caves?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?label WHERE { ?cave rdf:type dbo:Cave ; dbo:location ?uri . ?uri rdf:type dbo:Country; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) } GROUP BY ?label HAVING ( COUNT(?cave) > 2 )	X	SELECT ?itemLabel WHERE { ?cave wdt:P17 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } } GROUP BY ?itemLabel HAVING ( COUNT(?cave) > 2 )		
215	What is the location of the Houses of Parliament?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT ?label WHERE { res:Palace_of_Westminster dbo:location ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?iLabel WHERE { wd:Q62408 wdt:P131 ?i SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
413	Who discovered Pluto?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?label WHERE { dbr:Pluto dbo:discoverer ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?iLabel WHERE { wd:Q339 wdt:P61 ?i SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
						
13	Give me the grandchildren of Bruce Lee.	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:Bruce_Lee dbo:child ?child . ?child <http://dbpedia.org/property/children> ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT DISTINCT ?iLabel WHERE { wd:Q16397 wdt:P40/wdt:P40 ?i SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
164	Give me a list of all bandleaders that play trumpet.	SELECT DISTINCT ?label WHERE { ?uri <http://dbpedia.org/ontology/occupation> <http://dbpedia.org/resource/Bandleader> ; <http://dbpedia.org/ontology/instrument> <http://dbpedia.org/resource/Trumpet>; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?iLabel WHERE { ?i wdt:P106 wd:Q806349. ?i wdt:P1303 wd:Q8338 SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
63	In which films directed by Garry Marshall was Julia Roberts starring?	SELECT DISTINCT ?label WHERE { ?uri a <http://dbpedia.org/ontology/Film> ; <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Julia_Roberts> ; <http://dbpedia.org/ontology/director> <http://dbpedia.org/resource/Garry_Marshall>; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT DISTINCT ?iLabel WHERE { ?i wdt:P31/wdt:P279? wd:Q11424 . ?i wdt:P161 wd:Q40523. ?i wdt:P57 wd:Q315087 SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
						
143	Give me a list of all lakes in Denmark.	SELECT DISTINCT ?label WHERE { { ?uri a <http://dbpedia.org/ontology/Lake> ; <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Denmark> } UNION { ?uri a <http://dbpedia.org/class/yago/LakesOfDenmark> }  ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" )}	X	SELECT DISTINCT ?iLabel WHERE { ?i wdt:P31/wdt:P279* wd:Q23397 . ?i wdt:P17 wd:Q35 SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
404	In which city are the headquarters of the United Nations?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?label WHERE { res:Headquarters_of_the_United_Nations dbo:location ?uri . ?uri rdf:type dbo:City; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT DISTINCT ?iLabel WHERE { wd:Q11297 wdt:P131+ ?i. ?i wdt:P31/wdt:P279? wd:Q515 SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
67	Where did the architect of the Eiffel Tower study?	SELECT DISTINCT ?label WHERE { <http://dbpedia.org/resource/Eiffel_Tower> <http://dbpedia.org/ontology/architect> ?x . ?x <http://dbpedia.org/property/almaMater> ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT DISTINCT ?iLabel WHERE { wd:Q243 wdt:P84/wdt:P69 ?i SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
						
						
170	Who is the owner of Facebook?	SELECT DISTINCT ?label WHERE { <http://dbpedia.org/resource/Facebook> <http://dbpedia.org/ontology/foundedBy> ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?iLabel WHERE { wd:Q355 wdt:P127 ?i SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
						
241	Who developed Slack?	PREFIX dbo: <http://dbpedia.org/ontology/> SELECT DISTINCT ?label WHERE { ?uri dbo:product <http://dbpedia.org/resource/Slack_(software)>; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT DISTINCT ?pLabel WHERE { wd:Q17130715 wdt:P178 ?p SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
77	Where was JFK assassinated?	SELECT DISTINCT ?label WHERE { <http://dbpedia.org/resource/John_F._Kennedy> <http://dbpedia.org/ontology/deathPlace> ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT DISTINCT ?iLabel WHERE { wd:Q9696 wdt:P20 ?i. SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
398	Who is the president of Eritrea?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:Eritrea dbo:leader ?uri ; dbo:leaderTitle "President"@en. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?pLabel WHERE { wd:Q986 wdt:P35 ?p SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
172	In which U.S. state is Fort Knox located?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX dbp: <http://dbpedia.org/property/> SELECT DISTINCT ?label WHERE { res:Fort_Knox dbo:location ?uri . ?uri dbo:country res:United_States; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?stateLabel WHERE { wd:Q983650 wdt:P131 ?state . ?state wdt:P31 wd:Q35657 SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
146	Who is the manager of Real Madrid?	SELECT DISTINCT ?label WHERE { <http://dbpedia.org/resource/Real_Madrid_C.F.> <http://dbpedia.org/ontology/manager> ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { wd:Q8682 wdt:P286 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
365	Who created Family Guy?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:Family_Guy dbo:creator ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" )}	X	SELECT ?itemLabel WHERE { wd:Q5930 wdt:P170 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
202	Who is the current federal minister of finance in Germany?	PREFIX dbo: <http://dbpedia.org/ontology/> SELECT ?label WHERE { <http://dbpedia.org/resource/Federal_Ministry_of_Finance_(Germany)> dbo:leader ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { ?item wdt:P39 wd:Q499118 . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
						
98	What is the largest metropolitan area in Washington state?	SELECT DISTINCT ?label WHERE { <http://dbpedia.org/resource/Washington_(state)> <http://dbpedia.org/property/largestmetro> ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { ?item wdt:P131 wd:Q1223 . ?item wdt:P1082 ?pop SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } } ORDER BY DESC(?pop) LIMIT 1		
370	What is the timezone in San Pedro de Atacama?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:San_Pedro_de_Atacama dbo:timeZone ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { wd:Q187893 wdt:P421 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
347	Show me all books in Asimov's Foundation series.	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { ?uri dbo:series res:Foundation_series; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { ?item wdt:P179 wd:Q1564644 . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
366	In which city does the Chile Route 68 end?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:Chile_Route_68 dbo:routeEnd ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { wd:Q5098656 wdt:P131 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
282	Which films did Stanley Kubrick direct?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { ?uri dbo:director res:Stanley_Kubrick; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?pLabel WHERE { ?p wdt:P57 wd:Q2001; wdt:P31/wdt:P279? wd:Q11424 SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
41	Give me all cosmonauts.	SELECT DISTINCT ?label WHERE { ?uri a <http://dbpedia.org/ontology/Astronaut>; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) { ?uri <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Russia> } UNION { ?uri <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Soviet_Union> } }	X	SELECT DISTINCT ?pLabel WHERE { VALUES ?country {wd:Q159 wd:Q15180 wd:Q2184} ?p wdt:P106 wd:Q11631; wdt:P27 ?country SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
79	Show me everyone who was born on Halloween.	SELECT DISTINCT ?label WHERE { ?uri a <http://dbpedia.org/ontology/Person>; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) { ?uri <http://dbpedia.org/ontology/birthDate> ?date } UNION { ?uri <http://dbpedia.org/property/birthDate> ?date } <http://dbpedia.org/resource/Halloween> <http://dbpedia.org/property/date> ?date }	X	SELECT ?pLabel WHERE { ?p p:P569/psv:P569 ?birth_date_node .    ?birth_date_node wikibase:timePrecision "11"^^xsd:integer .   ?birth_date_node wikibase:timeValue ?date.   FILTER (MONTH(?date) = 10 && DAY(?date) = 31) SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
194	What is the alma mater of the chancellor of Germany Angela Merkel?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?label WHERE { dbr:Angela_Merkel dbo:almaMater ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?pLabel WHERE { wd:Q567 wdt:P69 ?p SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
115	In which U.S. state is Mount McKinley located?	SELECT DISTINCT ?label WHERE { <http://dbpedia.org/resource/Mount_McKinley> dbo:wikiPageRedirects ?x . ?x <http://dbpedia.org/ontology/locatedInArea> ?uri. ?uri rdf:type yago:WikicatStatesOfTheUnitedStates; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { wd:Q130018 wdt:P131 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
312	What country is Sitecore from?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:Sitecore dbo:foundationPlace ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { wd:Q2663195 wdt:P17 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }		
						
